,Event timestamp,tokenId,event_type
84,2022-07-27T19:39:39.865302,4316,bid_entered
85,2022-07-27T19:39:37.079164,4294,bid_entered
86,2022-07-27T19:39:34.291448,4282,bid_entered
87,2022-07-27T19:39:31.359941,4279,bid_entered
88,2022-07-27T19:39:28.520663,4273,bid_entered
89,2022-07-27T19:39:25.581657,4266,bid_entered
90,2022-07-27T19:39:22.824738,4262,bid_entered
91,2022-07-27T19:39:20.329331,4251,bid_entered
92,2022-07-27T19:39:17.392690,4245,bid_entered
93,2022-07-27T19:39:14.609918,4231,bid_entered
94,2022-07-27T19:39:12.031428,4205,bid_entered
95,2022-07-27T19:39:09.359865,4183,bid_entered
96,2022-07-27T19:39:06.573818,4178,bid_entered
97,2022-07-27T19:39:03.769349,4172,bid_entered
98,2022-07-27T19:44:57.286335,5807,bid_entered
99,2022-07-27T19:44:54.454604,5798,bid_entered
100,2022-07-27T19:44:51.836328,5770,bid_entered
101,2022-07-27T19:44:48.723691,5745,bid_entered
102,2022-07-27T19:44:46.126774,5742,bid_entered
103,2022-07-27T19:44:43.336513,5735,bid_entered
104,2022-07-27T19:44:40.453242,5729,bid_entered
105,2022-07-27T19:44:37.577408,5699,bid_entered
106,2022-07-27T19:44:35.107331,5681,bid_entered
107,2022-07-27T19:44:32.400842,5669,bid_entered
108,2022-07-27T19:44:29.644521,5658,bid_entered
109,2022-07-27T19:44:26.979497,5633,bid_entered
110,2022-07-27T19:44:24.077304,5628,bid_entered
111,2022-07-27T19:44:20.928069,5621,bid_entered
112,2022-07-27T19:44:18.053098,5608,bid_entered
113,2022-07-27T19:44:15.537034,5601,bid_entered
114,2022-07-27T19:44:13.093341,5580,bid_entered
115,2022-07-27T19:44:10.584130,5563,bid_entered
116,2022-07-27T19:44:07.600996,5531,bid_entered
117,2022-07-27T19:44:04.939392,5529,bid_entered
